,Unnamed: 0,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,gender_num
120,,PW90662,Oregon,M,College,13623.62257,67060.0,126.0,4,Personal Auto,SUV,339.000467,0.0
121,,WS53288,Oregon,F,College,25464.82059,13663.0,97.0,0,Personal Auto,Four-Door Car,465.6,1.0
122,,HE84643,California,F,High School or Below,2175.624856,0.0,63.0,0,Personal Auto,Four-Door Car,453.6,1.0
123,,CL37990,Arizona,F,Bachelor,6699.222525,0.0,99.0,1,Corporate Auto,Four-Door Car,699.67536,1.0
124,,HR87252,California,F,Bachelor,9043.678095,97745.0,113.0,0,Personal Auto,Sports Car,695.136477,1.0
125,,SB27146,Oregon,F,High School or Below,4369.041685,26026.0,116.0,1,Personal Auto,Two-Door Car,283.670312,1.0
126,,KI58952,California,F,College,51337.90677,72794.0,164.0,1,Personal Auto,SUV,50.454459,1.0
127,,RM21896,Oregon,F,College,28699.89392,47730.0,91.0,0,Personal Auto,Four-Door Car,219.440024,1.0
128,,JS38272,Arizona,M,College,4270.034394,0.0,122.0,0,Personal Auto,SUV,725.870693,0.0
129,,NJ15094,Washington,F,Bachelor,5345.994644,0.0,72.0,0,Personal Auto,Four-Door Car,345.6,1.0
130,,MZ88454,Oregon,F,Bachelor,4774.747415,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,1.0
131,,PO27978,Oregon,F,Doctor,14727.50526,97785.0,73.0,0,Personal Auto,Two-Door Car,236.614219,1.0
132,,VT28596,California,F,High School or Below,4755.47946,0.0,66.0,0,Personal Auto,Four-Door Car,712.309237,1.0
133,,TI19722,Washington,M,Doctor,3436.134281,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668,0.0
134,,DO83038,California,F,College,8355.774443,64502.0,70.0,0,Personal Auto,Two-Door Car,39.336222,1.0
135,,AG62087,California,M,Bachelor,3412.566597,30335.0,87.0,0,Corporate Auto,Four-Door Car,326.132867,0.0
136,,BA56812,Oregon,M,Master,6185.337641,21020.0,80.0,0,Corporate Auto,Four-Door Car,178.371281,0.0
137,,QF74147,California,F,College,8456.722498,84574.0,70.0,0,Special Auto,Four-Door Car,167.459769,1.0
138,,RN88075,Washington,F,Bachelor,3021.938522,0.0,84.0,0,Personal Auto,Two-Door Car,700.725788,1.0
139,,OG71924,Oregon,F,Master,6966.142868,0.0,93.0,0,Personal Auto,Four-Door Car,436.143226,1.0
140,,YF87007,Oregon,F,High School or Below,10083.48688,11828.0,90.0,0,Corporate Auto,Four-Door Car,571.479602,1.0
141,,ZL18631,Arizona,F,College,2539.990699,54889.0,63.0,0,Personal Auto,Four-Door Car,302.4,1.0
142,,BZ71120,Oregon,F,College,8456.455313,89918.0,105.0,0,Personal Auto,SUV,367.230882,1.0
143,,UP60200,California,M,Bachelor,26576.31541,87002.0,110.0,0,Personal Auto,Two-Door Car,199.851173,0.0
144,,XZ64172,Oregon,M,High School or Below,10963.95723,55687.0,276.0,0,Corporate Auto,Luxury,1324.8,0.0
145,,CA47176,Oregon,M,Bachelor,9671.98323,17103.0,87.0,0,Personal Auto,Two-Door Car,417.6,0.0
146,,CI68869,Arizona,F,College,1898.683686,0.0,70.0,5,Personal Auto,Two-Door Car,702.020904,1.0
147,,XT10744,Arizona,M,College,8595.146838,28441.0,73.0,0,Special Auto,Two-Door Car,686.020135,0.0
148,,HT48275,Oregon,M,Bachelor,5532.753182,91212.0,69.0,0,Personal Auto,Two-Door Car,270.311239,0.0
149,,HB48073,Arizona,F,Bachelor,9371.773682,66325.0,117.0,0,Corporate Auto,SUV,497.719213,1.0
150,,MD43085,Oregon,F,Doctor,3975.321516,67895.0,101.0,4,Personal Auto,Four-Door Car,403.937672,1.0
151,,NJ11986,Arizona,F,Master,4456.016549,29550.0,114.0,1,Corporate Auto,Two-Door Car,118.750512,1.0
152,,HH55884,Arizona,M,College,3495.891476,10275.0,97.0,0,Personal Auto,Four-Door Car,465.6,0.0
153,,JP69867,Nevada,M,College,8512.13221,61725.0,106.0,0,Personal Auto,Four-Door Car,508.8,0.0
154,,FT86104,California,M,College,4650.063763,28215.0,65.0,0,Corporate Auto,Two-Door Car,468.0,0.0
155,,GV39658,Arizona,F,College,13523.12989,10563.0,121.0,0,Corporate Auto,SUV,109.814874,1.0
156,,GB66110,California,M,Bachelor,4422.409799,0.0,62.0,0,Personal Auto,Two-Door Car,722.432062,0.0
157,,VD51297,California,M,College,7320.98824,99722.0,61.0,0,Personal Auto,Four-Door Car,292.8,0.0
158,,EP29567,Washington,M,Master,7031.463693,16224.0,93.0,0,Corporate Auto,Four-Door Car,498.452698,0.0
159,,PE59368,Washington,F,Bachelor,5123.484988,72096.0,64.0,0,Personal Auto,Two-Door Car,252.330905,1.0
160,,DQ50538,Nevada,M,Bachelor,9050.756606,63800.0,113.0,0,Personal Auto,SUV,542.4,0.0
161,,WP58340,Arizona,M,High School or Below,10963.95723,55687.0,276.0,0,Personal Auto,Luxury,1324.8,0.0
162,,TM23788,California,M,High School or Below,6039.020697,0.0,89.0,1,Personal Auto,Four-Door Car,640.8,0.0
163,,UF44021,California,M,Bachelor,2108.493744,0.0,61.0,0,Personal Auto,Two-Door Car,351.85681,0.0
164,,WB96917,California,M,College,9875.092794,29598.0,87.0,0,Personal Auto,Two-Door Car,150.926696,0.0
165,,MN95006,California,M,Bachelor,6928.601611,22907.0,180.0,2,Personal Auto,Luxury,49.18776,0.0
166,,NP60037,Oregon,M,Bachelor,14318.44839,22697.0,186.0,1,Corporate Auto,Luxury,892.8,0.0
167,,NQ71171,California,M,Bachelor,5107.071054,70174.0,64.0,0,Personal Auto,Four-Door Car,128.90032,0.0
168,,SM58898,California,F,High School or Below,17223.89108,85378.0,107.0,0,Corporate Auto,SUV,513.6,1.0
169,,FN98595,Nevada,F,High School or Below,7516.831717,31477.0,94.0,0,Special Auto,Four-Door Car,146.950756,1.0
170,,TW94555,Nevada,M,College,5389.499465,66429.0,136.0,0,Personal Auto,Sports Car,57.712985,0.0
171,,XW60886,California,M,High School or Below,6275.155361,0.0,90.0,0,Personal Auto,Four-Door Car,900.242038,0.0
172,,IE84844,Nevada,F,High School or Below,4722.237214,0.0,65.0,0,Personal Auto,Four-Door Car,655.489027,1.0
173,,HY76810,Oregon,F,Bachelor,6282.317743,0.0,172.0,0,Corporate Auto,SUV,141.460349,1.0
174,,JL41129,California,M,Bachelor,7986.191274,74217.0,100.0,0,Personal Auto,SUV,418.005524,0.0
175,,OQ41280,Nevada,M,High School or Below,6503.219978,46298.0,88.0,3,Corporate Auto,Four-Door Car,128.292466,0.0
176,,AP65984,Oregon,F,College,4881.753428,0.0,135.0,0,Personal Auto,SUV,648.0,1.0
177,,EE99484,Washington,F,High School or Below,2514.59196,43860.0,65.0,0,Corporate Auto,Four-Door Car,156.124914,1.0
178,,XM39121,Arizona,F,College,7955.442668,0.0,69.0,0,Personal Auto,Four-Door Car,331.2,1.0
179,,DK49336,Arizona,M,College,4809.21696,48029.0,61.0,0,Corporate Auto,Four-Door Car,292.8,0.0
180,,HB43486,Washington,F,College,9696.548818,86830.0,123.0,0,Personal Auto,SUV,480.533246,1.0
181,,KB15252,Arizona,F,College,8709.321889,0.0,77.0,0,Personal Auto,Two-Door Car,509.100577,1.0
182,,BN83547,Nevada,F,High School or Below,2858.452328,40706.0,71.0,0,Personal Auto,Four-Door Car,166.123172,1.0
183,,MC55901,California,F,High School or Below,5233.949019,69231.0,65.0,0,Personal Auto,Four-Door Car,193.243084,1.0
184,,PZ98142,Arizona,F,College,13494.76017,0.0,132.0,0,Personal Auto,SUV,950.4,1.0
185,,GB43363,Oregon,M,College,6870.607058,0.0,105.0,0,Personal Auto,Four-Door Car,756.0,0.0
186,,TH67541,Arizona,F,High School or Below,5652.72374,16171.0,74.0,0,Corporate Auto,Four-Door Car,311.004168,1.0
187,,WC21901,Arizona,M,College,2345.262087,51397.0,61.0,0,Personal Auto,Four-Door Car,292.8,0.0
188,,CL38124,Oregon,F,Bachelor,19688.31898,83879.0,69.0,0,Personal Auto,Four-Door Car,212.148485,1.0
189,,XH89851,California,F,College,7247.206475,63267.0,92.0,0,Personal Auto,Four-Door Car,530.340202,1.0
190,,KA58700,Nevada,M,College,6085.304178,44712.0,82.0,2,Corporate Auto,Four-Door Car,537.78416,0.0
191,,ZB40259,California,M,Doctor,5480.070226,59311.0,69.0,0,Corporate Auto,Four-Door Car,14.812808,0.0
192,,JV63229,Arizona,M,Bachelor,6876.309925,81957.0,86.0,0,Personal Auto,Four-Door Car,433.426544,0.0
193,,SI31035,Arizona,M,Doctor,5368.887709,59601.0,67.0,0,Personal Auto,Four-Door Car,321.6,0.0
194,,JW30054,Oregon,M,High School or Below,8283.066678,71034.0,103.0,0,Corporate Auto,Four-Door Car,494.4,0.0
195,,AP56340,Washington,M,Bachelor,5384.671725,13103.0,72.0,0,Personal Auto,Four-Door Car,458.003651,0.0
196,,FN44127,Oregon,M,College,3508.569533,20978.0,98.0,1,Personal Auto,Four-Door Car,1176.2788,0.0
197,,QE79527,California,F,Bachelor,8427.172486,46503.0,215.0,1,Personal Auto,Luxury,1032.0,1.0
198,,UP36767,California,M,College,4553.809528,61064.0,113.0,0,Personal Auto,SUV,539.774172,0.0
199,,PG43749,Oregon,F,College,4318.433036,17572.0,110.0,0,Personal Auto,Two-Door Car,639.769748,1.0
200,,LL96228,Oregon,M,Master,14091.19449,99823.0,116.0,0,Corporate Auto,SUV,250.183388,0.0
201,,OV40993,Nevada,F,College,8693.631249,17453.0,118.0,1,Personal Auto,SUV,566.4,1.0
202,,MA80983,Oregon,M,College,6661.181553,55663.0,166.0,0,Personal Auto,SUV,194.739777,0.0
203,,SA54664,Washington,M,Master,2654.380994,73196.0,66.0,1,Personal Auto,Four-Door Car,85.809817,0.0
204,,TW12556,Oregon,F,High School or Below,4428.031583,58577.0,110.0,0,Personal Auto,SUV,303.872752,1.0
205,,TC88451,Nevada,F,High School or Below,5738.277584,88055.0,71.0,0,Personal Auto,Four-Door Car,337.727542,1.0
206,,BL93659,California,M,Bachelor,5815.049178,0.0,80.0,0,Personal Auto,Four-Door Car,384.0,0.0
207,,SI20178,California,M,High School or Below,4425.905071,80892.0,110.0,0,Personal Auto,SUV,528.0,0.0
208,,KC50464,Arizona,F,Master,2574.020376,34990.0,65.0,0,Corporate Auto,Four-Door Car,42.689135,1.0
209,,HG64216,California,M,College,2832.513487,37124.0,72.0,0,Personal Auto,Two-Door Car,430.518791,0.0
210,,XM91056,California,F,High School or Below,4876.315707,22236.0,62.0,0,Personal Auto,Two-Door Car,409.425049,1.0
211,,KN13494,Washington,F,Master,5181.620895,97131.0,64.0,0,Personal Auto,Four-Door Car,307.2,1.0
212,,OC47565,Oregon,F,College,5947.215835,67760.0,74.0,0,Special Auto,Four-Door Car,465.278453,1.0
213,,HH14259,Arizona,F,Bachelor,2563.863345,0.0,69.0,0,Personal Auto,Four-Door Car,97.691104,1.0
214,,QF66741,Nevada,M,College,15144.40954,0.0,62.0,1,Personal Auto,Two-Door Car,307.649586,0.0
215,,LY46898,California,M,High School or Below,5558.304507,37473.0,70.0,0,Corporate Auto,Four-Door Car,336.0,0.0
216,,MK73855,Washington,F,High School or Below,8109.364607,32314.0,68.0,0,Personal Auto,Four-Door Car,326.4,1.0
217,,HU82227,Arizona,M,College,15638.57599,49214.0,102.0,3,Corporate Auto,Four-Door Car,371.322406,0.0
218,,FF75737,Oregon,F,High School or Below,8334.317162,49851.0,69.0,1,Personal Auto,Four-Door Car,331.2,1.0
219,,KJ50265,Washington,M,High School or Below,10418.31143,27951.0,91.0,0,Personal Auto,Four-Door Car,436.8,0.0
220,,OQ82364,Nevada,F,Bachelor,6846.150323,0.0,95.0,0,Corporate Auto,Two-Door Car,456.0,1.0
221,,SO47345,Arizona,F,Master,9403.875138,56410.0,117.0,0,Personal Auto,SUV,523.99823,1.0
222,,JN51592,Arizona,F,Bachelor,16985.49688,22497.0,212.0,0,Special Auto,Luxury,1017.6,1.0
223,,FH36069,Arizona,F,College,21101.21422,61347.0,106.0,0,Personal Auto,SUV,604.237801,1.0
224,,ZW32080,Nevada,F,Bachelor,2914.955295,37803.0,74.0,0,Personal Auto,Four-Door Car,355.2,1.0
225,,ZH98656,Nevada,F,Master,8593.866533,91276.0,105.0,0,Personal Auto,SUV,504.0,1.0
226,,GZ31904,Oregon,M,College,6861.745956,30816.0,87.0,0,Personal Auto,Two-Door Car,237.57033,0.0
227,,PN47493,Oregon,F,College,2680.900678,41968.0,67.0,0,Corporate Auto,Four-Door Car,183.207703,1.0
228,,CX18273,Arizona,M,Master,15797.98978,35754.0,199.0,0,Personal Auto,Luxury,612.973779,0.0
229,,IG80173,California,F,Master,2863.312165,36706.0,71.0,0,Personal Auto,Four-Door Car,435.606086,1.0
230,,JG76775,Washington,M,High School or Below,30061.69259,48258.0,249.0,0,Personal Auto,Luxury,1195.2,0.0
231,,JR82641,Arizona,M,Master,10682.7619,52965.0,134.0,3,Personal Auto,SUV,83.815183,0.0
232,,NW41789,Oregon,M,Bachelor,2746.90319,0.0,84.0,0,Personal Auto,Four-Door Car,604.8,0.0
233,,VG74039,Oregon,F,Bachelor,2388.949198,0.0,65.0,0,Personal Auto,Four-Door Car,455.644704,1.0
234,,DV27428,Oregon,M,High School or Below,13776.74135,62634.0,116.0,0,Personal Auto,SUV,122.017931,0.0
235,,AN57220,Oregon,F,Bachelor,17263.64048,96917.0,61.0,0,Special Auto,Four-Door Car,71.942176,1.0
236,,VD62056,Arizona,F,High School or Below,4669.22664,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8,1.0
237,,AH92481,California,F,College,4673.196379,53219.0,117.0,0,Corporate Auto,SUV,561.6,1.0
238,,LX97765,Arizona,F,College,4347.591949,81412.0,109.0,0,Personal Auto,Two-Door Car,344.294164,1.0
239,,JP82211,California,F,College,33873.18123,59744.0,105.0,0,Personal Auto,SUV,476.486416,1.0
240,,SI88726,California,F,College,9100.787395,38898.0,117.0,0,Corporate Auto,SUV,561.6,1.0
241,,MG46007,California,M,High School or Below,6358.251692,0.0,94.0,2,Personal Auto,Four-Door Car,17.938979,0.0
242,,GL69461,Oregon,F,College,2628.468543,99961.0,66.0,2,Personal Auto,Four-Door Car,316.8,1.0
243,,RA63927,Oregon,M,High School or Below,7193.101159,30886.0,91.0,0,Personal Auto,Two-Door Car,103.424766,0.0
244,,UE76013,Washington,F,Master,5039.869278,35984.0,128.0,3,Personal Auto,SUV,275.577631,1.0
245,,RI35792,Nevada,F,College,3962.825542,0.0,125.0,4,Personal Auto,SUV,539.5622,1.0
246,,WL63802,California,M,High School or Below,6425.709981,0.0,181.0,0,Personal Auto,Luxury,1303.2,0.0
247,,KZ29413,Oregon,M,Master,15672.69696,0.0,139.0,0,Personal Auto,SUV,667.2,0.0
248,,SN23932,Arizona,M,Master,3237.996209,60244.0,83.0,3,Personal Auto,Four-Door Car,326.281835,0.0
249,,YW26148,California,F,High School or Below,12992.27561,0.0,72.0,0,Personal Auto,Four-Door Car,518.4,1.0
250,,LS51818,California,F,College,22217.96796,37553.0,187.0,0,Personal Auto,Luxury,897.6,1.0
251,,ZG47195,Nevada,M,College,4931.258363,0.0,73.0,0,Personal Auto,Four-Door Car,525.6,0.0
252,,No50634,Oregon,M,College,4330.38602,60475.0,107.0,0,Personal Auto,Four-Door Car,513.6,0.0
253,,GC42314,Arizona,M,Doctor,8296.176276,0.0,111.0,0,Personal Auto,SUV,672.91665,0.0
254,,SD77009,California,M,College,8334.359986,0.0,136.0,2,Personal Auto,SUV,979.2,0.0
255,,OW85480,California,M,Master,5348.071007,25545.0,69.0,0,Personal Auto,Four-Door Car,331.2,0.0
256,,SW93780,Arizona,M,Master,2398.740007,24182.0,66.0,0,Personal Auto,Four-Door Car,316.8,0.0
257,,ZW51071,Oregon,F,High School or Below,6622.05254,80979.0,84.0,2,Personal Auto,Four-Door Car,25.961213,1.0
258,,CK74127,Arizona,M,Bachelor,4155.946211,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4,0.0
259,,KM52241,Arizona,F,High School or Below,8430.059143,0.0,74.0,0,Personal Auto,Four-Door Car,47.502366,1.0
260,,PE66545,Oregon,M,Bachelor,2545.518369,29250.0,64.0,0,Personal Auto,Two-Door Car,308.240792,0.0
261,,GG70928,California,F,Master,5004.583872,33566.0,63.0,1,Personal Auto,Four-Door Car,205.043307,1.0
262,,GI36262,Washington,F,College,2899.702858,65247.0,72.0,0,Corporate Auto,Four-Door Car,381.238176,1.0
263,,MH85165,California,M,High School or Below,6767.806751,39650.0,86.0,0,Personal Auto,Four-Door Car,922.335972,0.0
264,,AM26717,California,M,Bachelor,3123.080994,0.0,101.0,4,Personal Auto,SUV,960.115399,0.0
265,,CV90092,Oregon,M,College,8184.691323,82680.0,68.0,0,Corporate Auto,Four-Door Car,326.4,0.0
266,,CL70684,California,M,High School or Below,7636.279594,0.0,111.0,0,Corporate Auto,Two-Door Car,799.2,0.0
267,,GK13851,Oregon,M,College,9227.567263,0.0,129.0,0,Personal Auto,SUV,619.2,0.0
268,,TQ73726,Oregon,M,Bachelor,7587.337272,0.0,69.0,0,Personal Auto,Two-Door Car,460.741097,0.0
269,,RW65977,Arizona,M,College,2191.133237,0.0,61.0,1,Special Auto,Four-Door Car,439.2,0.0
270,,EY74093,Nevada,M,High School or Below,5004.135361,86834.0,64.0,0,Corporate Auto,Four-Door Car,0.099007,0.0
271,,YG11074,Arizona,F,Bachelor,4794.931261,46143.0,122.0,0,Personal Auto,SUV,223.028356,1.0
272,,HW65139,California,M,Doctor,26730.06042,21275.0,240.0,0,Personal Auto,Luxury,1152.0,0.0
273,,BT49333,Arizona,M,High School or Below,4260.765808,47746.0,106.0,0,Personal Auto,SUV,246.696768,0.0
274,,KN78424,California,M,College,15477.27854,51675.0,196.0,0,Corporate Auto,Sports Car,940.8,0.0
275,,TH68648,California,M,College,5126.836814,85522.0,64.0,0,Personal Auto,Four-Door Car,165.002742,0.0
276,,GZ22403,Oregon,M,High School or Below,4068.092649,0.0,63.0,4,Personal Auto,Two-Door Car,753.22565,0.0
277,,NU26460,Oregon,F,College,17712.20524,0.0,84.0,0,Corporate Auto,Four-Door Car,633.294203,1.0
278,,PB21909,Oregon,M,Bachelor,9775.816061,55632.0,123.0,0,Personal Auto,SUV,478.609999,0.0
279,,TA78865,Nevada,M,High School or Below,20534.39224,0.0,93.0,0,Special Auto,Four-Door Car,669.6,0.0
280,,FP23103,Oregon,M,Bachelor,5800.188903,0.0,78.0,0,Special Auto,Two-Door Car,374.4,0.0
281,,YK43172,Arizona,M,Bachelor,3319.620511,69152.0,89.0,4,Personal Auto,Four-Door Car,221.359492,0.0
282,,YZ36062,Oregon,M,Bachelor,6529.431827,13476.0,67.0,2,Corporate Auto,Four-Door Car,433.588181,0.0
283,,SJ29837,Washington,F,High School or Below,7602.663689,0.0,105.0,0,Personal Auto,SUV,914.538629,1.0
284,,RC72799,Oregon,F,College,2839.808041,33252.0,71.0,0,Personal Auto,Four-Door Car,407.668083,1.0
285,,AN67558,Nevada,M,College,3288.209809,0.0,102.0,1,Personal Auto,SUV,734.4,0.0
286,,EQ62488,Oregon,F,College,15031.5645,59456.0,189.0,0,Personal Auto,Luxury,907.2,1.0
287,,OA92714,California,F,Bachelor,5055.902381,88989.0,63.0,1,Personal Auto,Four-Door Car,232.745161,1.0
288,,QS76805,Arizona,M,High School or Below,8012.917253,0.0,107.0,0,Corporate Auto,SUV,513.6,0.0
289,,PQ46798,California,F,College,8300.70769,17034.0,113.0,0,Personal Auto,Sports Car,542.4,1.0
290,,IA56290,Arizona,F,College,2516.103555,88435.0,62.0,0,Personal Auto,Four-Door Car,136.263492,1.0
291,,XU35186,California,F,High School or Below,2749.407985,71445.0,70.0,2,Personal Auto,Four-Door Car,336.0,1.0
292,,DR84620,California,M,Bachelor,8071.334962,72149.0,101.0,0,Personal Auto,SUV,69.310166,0.0
293,,QG27547,Oregon,F,Bachelor,2867.312197,23376.0,78.0,0,Personal Auto,Four-Door Car,374.4,1.0
294,,NM95102,Oregon,M,High School or Below,7285.030983,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248,0.0
295,,KZ26788,Washington,F,Bachelor,4118.588554,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4,1.0
296,,GW25077,Oregon,F,Bachelor,5293.368089,38521.0,134.0,0,Personal Auto,SUV,557.184015,1.0
297,,ZU91897,California,M,High School or Below,13265.96256,34482.0,67.0,0,Personal Auto,Four-Door Car,83.830109,0.0
298,,ZK38095,California,F,Bachelor,2369.439009,0.0,68.0,0,Personal Auto,Four-Door Car,487.345606,1.0
299,,TY84623,California,M,College,9816.528302,37256.0,62.0,0,Corporate Auto,Four-Door Car,128.969729,0.0
300,,IP69763,Washington,F,College,21914.40548,77311.0,181.0,0,Personal Auto,SUV,113.609508,1.0
301,,NF90665,Oregon,M,Bachelor,5143.88351,39268.0,66.0,1,Personal Auto,Four-Door Car,188.870427,0.0
302,,KG53186,Nevada,M,College,3136.698216,59644.0,79.0,0,Corporate Auto,Four-Door Car,379.2,0.0
303,,KV57104,Oregon,F,High School or Below,7713.819259,0.0,68.0,0,Personal Auto,Four-Door Car,326.4,1.0
304,,ZX93551,Arizona,F,Bachelor,2867.312197,23376.0,78.0,0,Personal Auto,Four-Door Car,374.4,1.0
305,,TR18337,Nevada,F,College,11516.40557,50854.0,73.0,0,Personal Auto,Four-Door Car,101.489422,1.0
306,,XV22744,Oregon,F,Bachelor,15025.19126,35158.0,76.0,0,Personal Auto,Four-Door Car,165.958605,1.0
307,,KK27683,Nevada,F,High School or Below,4013.849907,15413.0,106.0,0,Personal Auto,SUV,508.8,1.0
308,,HX11651,Oregon,M,College,3288.825448,17860.0,99.0,2,Personal Auto,Two-Door Car,656.122925,0.0
309,,FD73388,Arizona,F,Master,13736.1325,16181.0,181.0,0,Personal Auto,SUV,1261.319869,1.0
310,,KF70569,Nevada,M,High School or Below,3890.87081,91182.0,96.0,0,Personal Auto,Four-Door Car,249.140907,0.0
311,,CC94413,Oregon,F,Bachelor,5701.277221,41154.0,72.0,1,Personal Auto,Four-Door Car,345.6,1.0
312,,QO59138,Arizona,M,High School or Below,2590.214327,18746.0,68.0,0,Personal Auto,Four-Door Car,326.4,0.0
313,,JW58698,Oregon,F,College,3223.331519,70277.0,80.0,0,Personal Auto,Four-Door Car,84.818806,1.0
314,,GT57081,Oregon,F,Bachelor,4912.025292,0.0,66.0,0,Personal Auto,Four-Door Car,668.158687,1.0
315,,GU82475,California,M,College,6532.010543,24919.0,84.0,1,Personal Auto,Four-Door Car,420.420755,0.0
316,,BG60187,Oregon,M,Bachelor,8012.124825,0.0,79.0,0,Personal Auto,Four-Door Car,335.234102,0.0
317,,TN73558,Arizona,F,High School or Below,3731.504584,0.0,96.0,0,Personal Auto,Four-Door Car,460.8,1.0
318,,KK15032,Arizona,F,High School or Below,2702.380487,46370.0,68.0,1,Personal Auto,Two-Door Car,326.4,1.0
319,,KA95160,Arizona,F,Master,23207.24981,89918.0,115.0,0,Personal Auto,SUV,423.116739,1.0
320,,KD52867,Oregon,F,High School or Below,3347.028677,37138.0,85.0,0,Personal Auto,Two-Door Car,612.0,1.0
321,,WY53775,Arizona,M,High School or Below,8382.630118,19683.0,117.0,1,Personal Auto,Sports Car,561.6,0.0
322,,HS94778,Oregon,F,College,11793.12528,32214.0,100.0,0,Personal Auto,SUV,296.560998,1.0
323,,EJ96266,California,F,College,2965.71995,26472.0,74.0,0,Personal Auto,Four-Door Car,355.2,1.0
324,,RK53289,California,F,Bachelor,5646.323845,39841.0,72.0,0,Personal Auto,Two-Door Car,440.128707,1.0
325,,TX39594,Arizona,F,High School or Below,2452.491364,51085.0,62.0,1,Personal Auto,Two-Door Car,406.902001,1.0
326,,JM93892,Arizona,M,College,5953.213546,61006.0,74.0,0,Corporate Auto,Four-Door Car,73.919629,0.0
327,,PY51000,California,M,Bachelor,12883.81001,34148.0,109.0,0,Personal Auto,Four-Door Car,451.566751,0.0
328,,HX74855,Washington,M,High School or Below,2471.528431,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025,0.0
329,,VE64781,Arizona,F,Bachelor,2927.07045,75685.0,73.0,0,Personal Auto,Four-Door Car,369.918482,1.0
330,,KY57676,California,M,High School or Below,8400.788878,20870.0,72.0,0,Personal Auto,Four-Door Car,345.6,0.0
331,,JL42497,Nevada,F,High School or Below,2729.126448,66900.0,68.0,0,Personal Auto,Four-Door Car,326.4,1.0
332,,WQ91717,Arizona,F,College,7643.068919,0.0,106.0,1,Special Auto,SUV,508.8,1.0
333,,WO39817,Oregon,M,High School or Below,2493.591571,37043.0,68.0,3,Personal Auto,Two-Door Car,30.984936,0.0
334,,HW20940,California,M,Bachelor,4170.572119,42837.0,106.0,0,Personal Auto,SUV,290.580543,0.0
335,,KE60943,California,M,Bachelor,4908.207958,33305.0,62.0,0,Special Auto,Four-Door Car,353.77899,0.0
336,,ZI48518,Nevada,F,High School or Below,3891.583881,0.0,103.0,0,Personal Auto,Sports Car,558.281543,1.0
337,,KI17749,Oregon,F,High School or Below,2682.423898,24823.0,69.0,0,Personal Auto,Four-Door Car,229.279059,1.0
338,,DS50601,Nevada,M,Bachelor,10003.24729,98192.0,84.0,1,Personal Auto,Four-Door Car,403.2,0.0
339,,PU78245,Arizona,F,Bachelor,13094.60875,88249.0,108.0,0,Personal Auto,SUV,244.803741,1.0
340,,MP96373,Washington,M,Master,5719.785738,54585.0,71.0,1,Personal Auto,Two-Door Car,340.8,0.0
341,,QK62680,Oregon,F,Master,9393.968332,39770.0,117.0,0,Personal Auto,Two-Door Car,561.6,1.0
342,,HN63935,Arizona,M,Master,3433.82408,85367.0,85.0,0,Personal Auto,Four-Door Car,67.975243,0.0
343,,ON30714,California,M,College,4932.878744,74809.0,61.0,0,Personal Auto,Two-Door Car,283.787384,0.0
344,,FM61329,California,M,College,13610.10746,50144.0,114.0,0,Personal Auto,SUV,786.934186,0.0
345,,NK91656,Oregon,M,Master,2913.323811,20075.0,79.0,1,Personal Auto,Two-Door Car,483.731784,0.0
346,,MS94619,California,F,High School or Below,5111.304579,76448.0,63.0,0,Personal Auto,Four-Door Car,302.4,1.0
347,,MO38507,California,M,High School or Below,4540.381153,59556.0,113.0,0,Personal Auto,Sports Car,681.505066,0.0
348,,PQ36549,Arizona,M,Bachelor,5598.273622,14174.0,72.0,0,Personal Auto,Four-Door Car,345.6,0.0
349,,WG91434,Oregon,M,High School or Below,9638.066778,35230.0,61.0,1,Personal Auto,Four-Door Car,16.214764,0.0
350,,WR43077,California,M,High School or Below,9801.287358,0.0,91.0,0,Corporate Auto,Four-Door Car,436.8,0.0
351,,LR10110,Washington,F,Bachelor,5504.139033,0.0,73.0,0,Corporate Auto,Four-Door Car,350.4,1.0
352,,XZ58588,Arizona,M,High School or Below,8447.801005,0.0,114.0,0,Corporate Auto,Four-Door Car,547.2,0.0
353,,FX12602,Oregon,M,High School or Below,19927.63513,51352.0,66.0,3,Personal Auto,Four-Door Car,95.661376,0.0
354,,BL55947,California,M,College,5815.261714,76675.0,72.0,0,Personal Auto,Four-Door Car,141.718568,0.0
355,,LA60344,Arizona,M,College,18690.34066,0.0,68.0,0,Personal Auto,Four-Door Car,326.4,0.0
356,,KQ44803,Arizona,M,College,7224.235434,0.0,72.0,2,Personal Auto,Two-Door Car,297.419028,0.0
357,,QY81331,Arizona,F,High School or Below,8595.982289,94242.0,71.0,1,Personal Auto,Four-Door Car,41.229484,1.0
358,,NP33989,Oregon,F,Bachelor,12362.08766,0.0,113.0,0,Personal Auto,Four-Door Car,217.92632,1.0
